id,type_id,name,description,description2,review,viewed,published_date,slug,cbd,cbn,cbc,thc,thcv,imported,hasocs,rating,URL,leafly,lift.co,wikileaf
3542,1,Dreamweaver,"Dreamweaver is more widely known as MK Ultra. This indica strain had a medium potency and a very fair price. Suited for late afternoon or evening use, you will feel calm and relaxed, and just a tad sleepy. The flavours aren't anything really exciting, just your typical earthy/piney notes but sometimes you might get a hint of citrus.","Grown indoors in Paris, Ont., Dreamweaver is an indica strain that is comparable to MK Ultra.Ã‚ Its THC potency is medium, its aroma has been described as earthy and strong, and its flavour combines piney woods with hints of spice and vibrant citrus, thanks to the myrcene, humulene, nerolidol and limonene in its terpene profile. DreamweaverÃ¢â‚¬â„¢s dense green buds are covered in bright orange pistils, and itÃ¢â‚¬â„¢s available for purchase in dried flower form only.",,1,0000-00-00,dream-weaver,0,0,0,0,0,1,1,0,https://canbii.com/strains/dream-weaver,,,
3543,1,Fantasy Island,"Fantasy island is an indica that doesn't put you right to bed. Although it's known for being relaxing and calming, it can also make you feel a lot of happiness. In terms of strength, Goldilocks would probably call this strain ""just right."" The best part about Fantasy Island is the flavour profile: island inspired with berry, pumpkin, and a bit of sweetness.","Fantasy Island from Synr.g is grown and hand-sorted in the Niagara Escarpment. The indica-dominated strain has medium THC potency and a complex taste because of the beta- and trans-caryophyllene, myrcene, limonene and alpha-pinene in its terpene mix. Fantasy Island is available pre-rolled and in three dried flower sizes.",,1,0000-00-00,fantasy-island,1,0,0,15,0,1,1,0,https://canbii.com/strains/fantasy-island,https://www.leafly.com/products/details/synrg-fantasy-island?q=fantasy-island&cat=product https://www.leafly.com/products/details/synrg-fantasy-island-pre-rolls?q=fantasy-island&cat=product,https://lift.co/strains/synrg-fantasy-island,
3544,2,Gather,"It's the middle of the day, you want to get high but still want to be productive in the evening - if this sounds like you try Gather. This strain is sativa dominent with a medium potency. You'll likely zone out into whatever activity you're doing, but still feel extremely uplifted and energetic. Try this strain with #yoga on the beach or some #chores around the house. Fruit and herbs make this strain fun to exhale due to its subtle sweetness.","Sun-grown in an eco-friendly greenhouse, Gather has medium THC potency and a musky aroma. The strainÃ¢â‚¬â„¢s buds are a vibrant green, and the myrcene and beta-pinene mix of its terpene profile give it an unmistakable muskiness. ItÃ¢â‚¬â„¢s available pre-rolled and in several dried flower weights.",,1,0000-00-00,gather,1,0,0,24.7,0,1,1,0,https://canbii.com/strains/gather,https://www.leafly.com/products/details/solei-gather?q=gather&cat=product https://www.leafly.com/products/details/solei-gather-oral-spray?q=gather&cat=product,https://lift.co/strains/solei-gather-strain,
3545,2,Gems,"A hybrid with a sativa dominence, Gems smokes as great as it looks. Medium-high from a strength perspective, this strain is great if you don't want to fall asleep when you sober up. Try this strain with #music or #movies for a fun and uplifting experience. Fruits and peppers make up the bulk of the flavour for Gems.","Gems is a strong-trichome sativa-dominant flower that has medium THC potency. ItÃ¢â‚¬â„¢s grown in Up CannabisÃ¢â‚¬â„¢s FiddlerÃ¢â‚¬â„¢s Greenhouse in Niagara, Ont., where itÃ¢â‚¬â„¢s hand-trimmed, sorted and hang-dried. Its buds are blanketed with white crystal-capped trichomes and vibrant orange hairs, and its terpene profile, highlighted by nerolidol (also found in citronella, ginger and orange peels), exudes a fruity aroma. Gems is available in 1 g and 3.5 g packages.",,1,0000-00-00,gems,0.3,0,0,20,0,1,1,0,https://canbii.com/strains/gems,,https://lift.co/strains/up-gems,
3547,2,Houndstooth,"A sativa hybrid that will wake you right up. Houndstooth is far from your bedtime strain of choice, as you'll feel both a cerebral and physical high. It is known to be medium/strong but still great for beginners as the effects can be somewhat mild. If you need a little #motivation or #focus, Houndstooth might just be perfect for you. Expect a sweet, citrus taste with a healthy dose of lemons.","Greenhouse-grown Houndstooth from Tweed is a sativa-dominant strain with medium THC potency. Its buds have a purple hue and a complex aroma created by a terpene profile that includes myrcene (earthy), beta-caryophyllene (clove-like) and alpha-pinene (piney). ItÃ¢â‚¬â„¢s available in various dried flower sizes, capsules and pre-rolls.",,1,0000-00-00,houndstooth,12,0,0,9,0,1,1,0,https://canbii.com/strains/houndstooth,https://www.leafly.com/products/details/tweed-houndstooth-flower?q=houndstooth&cat=product https://www.leafly.com/products/details/tweed-houndstooth-oil?q=houndstooth&cat=product https://www.leafly.com/products/details/tweed-houndstooth-oil?q=houndstooth&cat=product https://www.leafly.com/products/details/tweed-houndstooth-softgels?q=houndstooth&cat=product,https://lift.co/strains/tweed-houndstooth,
3548,2,La Strada,"Sativa at its finest - La Strada offers a medium strength strain perfect for social settings. This strain will uplift and excite without being too overwhelming. It is known for a burn-out, so best used during late afternoons or early evenings. The flavour includes berries and tanginess while the aroma is sweet and fresh.","Sativa-dominant La Strada from Edison is an indoor-grown and machine-trimmed strain with robust, dense, trichome-frosted green and orange flowers, a tangy, tart aroma and notes of freshly picked field berries created by the myrcene in its terpene mix. It has medium THC potency and is available in four dried flower weights: 1 g, 3.5 g, 7 g and 15 g.",,1,0000-00-00,la-strada,0.2,0,0,20,0,1,1,0,https://canbii.com/strains/la-strada,https://www.leafly.com/products/details/edison-cannabis-co-edison-la-strada?q=la-strada&cat=product,https://lift.co/strains/edison-cannabis-co-la-strada,
3549,1,Lola Montes,"A body buzz in the evening is best achieved with Lola Montes. This indica strain is quite potent, offering a great body buzz and sleepy, calming effects. It doesn't create too much of an appetite and smokes very smooth. The earthy and fruity notes give it a great flavour and smell. This strain might not be best for beginners, but will be wildly enjoyed by moderate to heavy cannabis consumers.","Lola Montes, from Edison, is an indica-dominant strain with very strong THC potency. This strain produces flowers with a tight, dense structure and a two-tone emerald hue, and its terpene profile includes beta-caryophyllene, guaiol, myrcene, bisabolol and humulene.",,1,0000-00-00,lola-montes,0,0,0,20,0,1,1,0,https://canbii.com/strains/lola-montes,https://www.leafly.com/products/details/edison-cannabis-co-lola-montes?q=lola-montes&cat=product,https://lift.co/strains/edison-cannabis-co-lola-montes,
3550,3,No. 301 Napali CBD,"Body buzz anyone? The 301 Napali CBD strain achieves a magnificent euphoria followed by a sense of relaxation and stress-release. Technically, this is a hybrid strain but its unique in its low THC high CBD ratio. Expect a flavourful experience with pine and berry notes, with a strong earthy aroma.","Haven St. grows and harvests No. 301 Napali CBD indoors as an irradiated whole flower, and then hand-trims and hang-dries the green and yellow buds. The alpha-pinene and limonene in its terpene profile give it its sweet, tropical flavour and earthy notes. Napali CBD has mild THC potency and comes in a variety of dried flower and pre-rolled formats.",,1,0000-00-00,napali-cbd,8.5,0,0,6.5,0,1,1,0,https://canbii.com/strains/napali-cbd,https://www.leafly.com/products/details/haven-st-napali-cbd?q=napali-cbd&cat=product,https://lift.co/strains/haven-st-napali-cbd,
3552,1,Northern Lights,"The famous Northern Lights is a pure indica strain rated at medium strength. Why so famous? This strain has multiple versions from all over the world but remains fairly common in taste and appearance. You will definitely feel relaxed while simtaneously happy. Like all indica strains, reommended for use in the evening or before bed. The flavours are pretty consistent with a tall Northern pine tree, earthy, piney, and slightly sweet.","Royal HighÃ¢â‚¬â„¢s Northern Lights is a pure indica. ItÃ¢â‚¬â„¢s grown indoors on Vancouver Island with mother plants from imported seeds, and its honeydew melon flavour comes from the trans- and beta-caryophyllene, limonene, bisabolol and guaiol combination in its terpene profile. Northern Lights has medium THC potency and is available as dried flower in 1 g, 3.5 g and 7 g weights.",,1,0000-00-00,northern-lights-moc,0,0,0,12.4,0,1,1,0,https://canbii.com/strains/northern-lights-moc,https://www.leafly.com/indica/northern-lights?cat=strain https://www.leafly.com/products/details/ministry-of-cannabis-northern-lights-moc?q=northern-lights-moc&cat=product https://www.leafly.com/products/details/crafted-extracts-northern-lights?q=northern-lights-moc&cat=product,https://lift.co/strains/united-greeneries-northern-lights-moc,
3555,1,Quadra,"Indica dominence in Quadra; however, a fairly well rounded strain in terms of effect. Moderate-high potency will help this strain produce both mind and body effects that are fairly long lasting. Depending on what your doing, expect to be highly focused while still relaxed and calm. Known to be worth the price, this strain will leave a zesty finish on your tongue without too strong of a smell.","Quadra has frosty purple flowers and a funky Kush flavour with notes of mandarin zest, and its terpene mix includes beta- and trans-caryophyllene, limonene, terpineol and myrcene. This purple and white strain is hand-trimmed and hand-sorted, and has strong THC potency. It comes in 1 g, 3.5 g and 7 g dried flower sizes.",,1,0000-00-00,quadra,0.1,0,0,17,0,1,1,0,https://canbii.com/strains/quadra,,https://lift.co/strains/broken-coast-cannabis-quadra-headstash-strain,
3557,3,Red,"Red is the fine wine of cannabis. This hybrid strain is not known to be sativa or indica dominant, producing a fairly balanced effect. It's medium strength will give you a desirable experience while #studying or #focusing. The best attribute of Red may just be the smell, a powerful earthy aroma that has its own soothing effect.","Grown indoors and long-cured in Napanee, Ont., Fireside Red is a hybrid flower strain that is comparable to Spoetnik. It has medium THC potency and a robust terpene profile that includes myrcene and terpineol for an earthy aroma. Fireside Red is available in dried flower and pre-roll formats.",,1,0000-00-00,red,0.1,0,0,18,0,1,1,0,https://canbii.com/strains/red,,https://lift.co/strains/fireside-red,
3558,3,Reflect,"Looking for a strain to help make your #runs or #hiking more interesting? Try Reflect for a bit of #motivation before #exercise. This hybrid strain is extremely potent yet balanced to ensure a great, long-lasting experience. The taste can be woodsy, spicy and peppery so its suitable for the more mature taste-buds.","CoveÃ¢â‚¬â„¢s Reflect is an indoor-grown hybrid strain with very strong THC potency. Its white and green buds are hand-trimmed and non-irradiated, and its aroma is earthy, woodsy, piney and peppery, thanks to the myrcene, alpha-pinene and beta-caryophyllene in its terpene profile. ItÃ¢â‚¬â„¢s available in pre-rolls and three dried flower sizes (1 g, 3.5 g and 7 g).",,1,0000-00-00,reflect,0,0,0,25,0,1,1,0,https://canbii.com/strains/reflect,https://www.leafly.com/products/details/cove-reflect?q=reflect&cat=product,https://lift.co/strains/cove-reflect,
3559,2,Ease,A hybrid that leans sativa with balance in the THC:CBD ratio is the best way to describe Ease. This strain will offer a euphoric body buzz at a moderate intensity. A great choice if you're looking to tune out the noise and want to add a bit of solo #relaxation to your day.,"Ease is a sativa-dominant strain with mild THC potency. The large, airy and resin-rich green and yellow buds are grown and hang-dried in a hybrid greenhouse, and the citrusy, sweet taste and aroma are the products of a rich terpene profile that includes limonene, myrcene and nerolidol.",,1,0000-00-00,relief,0,0,0,0,0,1,1,0,https://canbii.com/strains/relief,,,
3560,2,Rio Bravo,"A high energy sativa strain, Rio Bravo is a great choice for a rockin' good time. Use this strain during the day for all sorts of #fun activities. You'll also get a really stronger flavour profile with hints of sweet and spice. Take this strain for a #walk and see for yourself.","Sativa-dominant Rio Bravo from Edison is an indoor-grown and machine-trimmed strain featuring compact flowers laced with bright crimson pistils, and woodsy, spicy and sweet aromas from the terpinolene and myrcene in its terpene mix. It has strong THC potency and is available in four dried flower weights: 1 g, 3.5 g, 7 g and 15 g.",,1,0000-00-00,rio-bravo,0.2,0,0,20,0,1,1,0,https://canbii.com/strains/rio-bravo,https://www.leafly.com/products/details/edison-cannabis-co-edison-rio-bravo?q=rio-bravo&cat=product https://www.leafly.com/products/details/edison-cannabis-co-edison-rio-bravo-pre-roll?q=rio-bravo&cat=product,https://lift.co/strains/edison-cannabis-co-rio-bravo,
3562,2,Sativa,"The classic sativa strain. Everything we love about sativa including high energy, happiness, a bit of euphoria and just all around good mushy #feelings. The flavour can vary depending on the producer, but this will typically maintain a moderate strength and is ideal as a starting point to judge how different strains effect your personality.","This greenhouse-grown sativa-dominant hybrid strain has very strong THC potency. Its buds stand out for their purple hue, and theyÃ¢â‚¬â„¢re complemented by a sweet, earthy scent produced by the myrcene, alpha-pinene and beta-caryophyllene in its terpene profile. ItÃ¢â‚¬â„¢s available in various dried flower sizes.",,1,0000-00-00,sativa,0,0,0,0,0,1,1,0,https://canbii.com/strains/sativa,,,
3563,1,Serious Kush,"Indica hybrid that comes from mixing the famous strains OG Kush and White Russian. Serious Kush is a modern approach to classic cannabis. Expect a fairly short high with a mild relaxation effect. This strain is high on quality with bold flavours of berries and spices, with a strong and soothing earthy aroma. As with most premium strains, the burn-out is fairly minimal so you can get away with using this in the late afternoon or after work.","Serious Kush from Royal High is grown indoors on Vancouver Island with mother plants from imported seeds. This indica-dominant strain has medium THC potency, an earthy profile and a subtle, spicy finish. Its terpene mix includes alpha-pinene, beta-caryophyllene, humulene, limonene and myrcene, and it's available as dried flower in 1 g, 3.5 g and 7 g weights.",,1,0000-00-00,serious-kush,0.1,0,0,18.3,0,1,1,0,https://canbii.com/strains/serious-kush,https://www.leafly.com/products/details/royal-high-serious-kush?q=serious-kush&cat=product,https://lift.co/strains/royal-high-serious-kush,
3592,2,Super Sonic,"Also known as Quantum Kush, Super Sonic is technically a hybrid but acts more like a sativa. Packing tons of horsepower, this strain may not be the best choice for beginner or even infrequent users. An extremely pungent odor and a somewhat harsh flavour profile prevent this strain from being widely adopted, but for some it might resemble an 18 year old single malt scotch.","Super Sonic from Symbl is an indoor-grown sativa with fairly dense olive green buds with flecks of rusty red and a coating of frosty trichomes. Unlike most Kush breeds (which are indicas), thisÃ‚ Quantum KushÃ¢â‚¬â€œlike strainÃ‚ isÃ‚ a sativa-dominant hybridÃ‚ and hasÃ‚ a strong THC potency.Ã‚ Super SonicÃ‚ has a tropical taste andÃ‚ a complex and strong earthy yet sweet aroma. ItÃ¢â‚¬â„¢s available in various dried flower sizes.",,2,0000-00-00,super-sonic,0,0,0,17,0,1,1,0,https://canbii.com/strains/super-sonic,https://www.leafly.com/products/details/symbl-cannabis-super-sonic?q=super-sonic&cat=product,https://lift.co/strains/symbl-super-sonic,
3616,3,Temple,"If you're looking to stimulate your mind, Temple may not be for you. This hybrid strain is very low in THC but packs tons of CBD. What does that mean? A great body buzz, usually used for medicinal reasons. You can still use Temple for a variety of reasons like #postworkout or #consistentsleep. Not the sweetest from a taste perspective, don't be suprised if you taste a bit of grape in the finish.","Temple has a slight earthy odour and a mild, sweet, vaguely citrusy flavour. This hybrid strain has little to minimal THC potency and features a terpene mix that includes myrcene, beta-caryophyllene, guaiol and alpha-pinene. ItÃ¢â‚¬â„¢s grown, machine-trimmed and hand-inspected in a hybrid greenhouse, free from pesticides and gamma irradiation, and is available in 3.5 g and 7 g dried flower varieties.",,2,0000-00-00,temple,14,0,0,1,0,1,1,0,https://canbii.com/strains/temple,,https://lift.co/strains/aurora-recreational-temple,
3642,3,Balance,"A hybrid strain that offers a mild dose of THC with much more CBD is what we call Balance. This strain will likely give you a shorter, less intense high but will have long-lasting effects on your body. Even though there is an indica dominence, this strain is known to be uplifting with heightened senses. Try Balance with some #music to mellow out and feel good. Last but not least, you'll love the spicy, smooth flavours.","Balance from Solei is available pre-rolled and in many dried flower weights. Its dark green buds are sun-grown in a greenhouse and harvested at optimal times to ensure its signature spicy flavour, which comes from the peppery beta-caryophyllene in the strainÃ¢â‚¬â„¢s terpene profile. This hybrid has very mild THC potency.",,1,0000-00-00,balance-solei,0,0,0,0,0,1,1,0,https://canbii.com/strains/balance-solei,,,
3645,1,Casablanca,REPEAT,"Indica-dominant Casablanca from Edison is a bold indoor-grown and machine-trimmed strain featuring plush, rich forest green flowers with hints of orange, tightly woven buds and an earthy, fresh aroma from the alpha-pinene and myrcene in its terpene mix. It has strong THC potency and is available in four dried flower weights: 1 g, 3.5 g, 7 g and 15 g. All Organigram products are individually packaged with Integra Boost technology, which preserves freshness and controls relative humidity levels, therefore extending the productsÃ¢â‚¬â„¢ shelf life.",,1,0000-00-00,casablanca-edison,0,0,0,0,0,1,1,0,https://canbii.com/strains/casablanca-edison,,,
3646,3,CBD Shark Shock,"A healthy mix of THC and CBD make this strain fun for everyone. CBD Shark Shock is a mild hybrid with bold flavours of fruits and citrus. Use this strain to get some #rest or just hang out on the couch being lazy. The effects can vary from person-to-person, but expect a subtle feeling of #joy with this strain.","RedecanÃ¢â‚¬â„¢s CBD Shark Shock is a pairing of White Widow and Skunk #1. This strain, from OntarioÃ¢â‚¬â„¢s Niagara region, has very mild THC potency and compact buds covered in resin. Its aroma is dank, fruity and sweet, and it tastes like green apple, sour citrus, sweet apricot and eucalyptus.",,2,0000-00-00,cbd-shark-shock-redecan,12,0,0,7,0,1,1,0,https://canbii.com/strains/cbd-shark-shock-redecan,https://www.leafly.com/indica/shark-shock?q=shark-shock&cat=strain https://www.leafly.com/products/details/alter-farms-shark-shock?q=shark-shock&cat=product https://www.leafly.com/products/details/redecan-shark-shock?q=shark-shock&cat=product https://www.leafly.com/products/details/sweet-as-cannabis-co-shark-shock-cbd?q=shark-shock&cat=product https://www.leafly.com/products/details/rythm-heal-hits-cartridge-1000mg-shark-shock-11?q=shark-shock&cat=product https://www.leafly.com/products/details/redecan-shark-shock-drops?q=shark-shock&cat=product,https://lift.co/strains/redecan-cbd-shark-shock,
3649,2,Galiano,"Super strong sativa is the easiest way to explain Galiano. It will come on slow, but might give you the jitters if you have too much too fast. You should feel quite #uplifted, and because of the great quality here it's suitable for a wide range of users. Try this strain during the daytime for a little extra bounce in your step. Also, for all you mocha lovers, you'll really get a kick out of the smooth and subtle sweetness.","Broken Coast's frosty, strongly textured Galiano buds feature a complex terpene profile that includes limonene, myrcene, caryophyllene and beta-pinene. Grounded by earthy, mocha notes and exhibiting a subtle natural sweetness, the green buds have strong THC potency and are available in 1 g, 3.5 g and 7 g dried flower varieties.",,1,0000-00-00,galiano,0,0,0,19.6,0,1,1,0,https://canbii.com/strains/galiano,https://www.leafly.com/products/details/broken-coast-galiano?q=galiano&cat=product,https://lift.co/strains/broken-coast-cannabis-galiano,
3650,2,Go,"A high quality sativa strain, Go is a safe bet for anyone interested in a mid-day energy boost. Priced reasonably, you'll definitely get your moneys worth when you try Go. No particular flavours stand out here, but it will be smooth overall without an extremely powerful aroma. Go have a #goodtime.","Go from Tokyo Smoke is a hang-dried sativa-dominant strain with very strong THC potency and a terpene profile that includes beta-pinene, beta- and trans-caryophyllene, and terpineol, which produce floral and citrus notes, and hints of spice. Grown in a hybrid greenhouse, its dense flowers are light green with orange and gold tones. It's available pre-rolled and in various dried flower sizes.",,1,0000-00-00,go,0,0,0,0,0,1,1,0,https://canbii.com/strains/go,,,
3651,1,God Bud,"God Bud suggests that a tropical taste is the only way to experience the utmost in relaxation and euphoria. This indica strain is well known, and has a medium to high potency. It might be best to set-up your hammock before you use this product, but we bet you'll be glad you did. Sometimes, this strain can even give you a bit of the giggles.","God Bud from Redecan has resin-coated buds with an herbal, musky flavour combined with tropical fruit and undertones of berry, lavender and pine. The odour can be described as tropical, earthy and citrusy (a result of the caryophyllene-rich terpene profile). This green-and-white-coloured strain with medium THC potency is greenhouse-grown in pesticide-free natural lighting conditions, and then hang-dried, hand-trimmed, sterilized and inspected. ItÃ¢â‚¬â„¢s available in 1 g, 3.5 g, 7 g and 15 g dried flower sizes.",,1,0000-00-00,god-bud-redecan,0,0,0,0,0,1,1,0,https://canbii.com/strains/god-bud-redecan,,,
3652,2,Harmonic,"Mild THC and CBD give Harmonic an uplifting and simutaneously calming effect. This strain is sativa dominant, but plays with your body and mind so you'll end up getting the best of both worlds. Great for beginners or pros, Harmonic helps you get #social without being overwhelming. No specific tastes worth mentioning, other than a light earthiness.","Harmonic from AltaVie is a sativa-dominant strain with significant CBD levels for balance and mild THC potency. Its green buds are grown indoors, hand-trimmed and hang-dried indoors, and the myrcene in its terpene mix is responsible for the earthiness in its taste and aroma. AltaVie offers it as capsules (30 per bottle), as well as in 1 g, 3.5 g and 7 g dried flower varieties.",,1,0000-00-00,harmonic-alta-vie,0,0,0,0,0,1,1,0,https://canbii.com/strains/harmonic-alta-vie,,,
3653,1,No. 402 Blueberry Kush,"A berrilicious indica strain, Blueberry Kush is a fantastic example of obviously good matches - Blueberry and OG Kush. All the relaxation you could want, combined with a robust feeling of #happiness, you can enjoy this strain in the evening and expect to be perfectly ready for bed at the end of the night.","Haven St. grows and harvests its indica-dominant No. 402 Blueberry Kush indoors as an irradiated whole flower, and then hand-trims and hang-dries the green and purple buds. Its myrcene-forward terpene profile gives it earthy notes and a sweet aroma. This strain has mild THC potency and comes in a variety of dried flower and pre-rolled formats.",,1,0000-00-00,no-402-blueberry-kush-haven-st,0,0,0,0,0,1,1,0,https://canbii.com/strains/no-402-blueberry-kush-haven-st,,,
3654,2,North Star CBD,"North Star CBD may not exactly help you find your way home. This sativa strain is all about the CBD. Expect mostly a body buzz, and it might be a good idea to try this strain in a vaporizer to get the most out of it. An activity like #yoga or #meditation might just be the perfect way to enjoy your North Star CBD. A pleasent floral scent, combined with fruits and cloves will leave you in paradise while you enjoy this strain.","AltaVieÃ¢â‚¬â„¢s North Star CBD is a sativa-dominant strain with little to minimal THC potency that is grown, hand-trimmed and hang-dried indoors. Its floral aroma comes from the alpha- and beta-pinene in its terpene mix, while the myrcene and limonene are responsible for the earth, fruit and clove notes. This strain is available in capsules (15 per bottle) and 1 g, 3.5 g and 7 g dried flower varieties.",,2,0000-00-00,north-star-cbd-alta-vie,0,0,0,0,0,1,1,0,https://canbii.com/strains/north-star-cbd-alta-vie,,,
3656,1,Polar Kish,"A strong indica-dominant strain at a great price, Polar Kish is a wonderful take on the classic Shiskaberry. A lot of THC potency helps make this strain quite strong and a fruity berry taste make it fun to smoke. Use this strain later in the evenings, but if used just before bed you might get too strong of a high to fall asleep quickly.","Polar Kish is an indica-dominant hybrid with a fruity berry aroma and taste. With very strong THC potency, its buds are shades of purple. ItÃ¢â‚¬â„¢s 100% hydroponic, hand-trimmed and hang-dried indoors. Its terpene profile includes beta- and trans-caryophyllene, nerolidol, guaiol and limonene, and it's available in 3.5 g, 7 g and 15 g dried flower weights.",,1,0000-00-00,polar-kish,0,0,0,0,0,1,1,0,https://canbii.com/strains/polar-kish,,,
3657,1,Purple Chitral,"Purple Chitral originates all the way from Pakistan will definitely make you happy and relaxed. This indica strain also adds a bit of euphoria, and like other indica strains will help you sleep. Although it's a fairly strong strain, its pure indica genetics keep it from being over powering. Tastes have been known to include a caramel sweetness with a cheesy finish.","Woodstock Purple Chitral has medium THC potency. The green buds on this indoor-grown indica-dominant strain are hand-trimmed and hang-dried, and its robust terpene mix includes myrcene, alpha- and beta-pinene, and guaiol. ItÃ¢â‚¬â„¢s available in a 3.5 g dried flower size.",,1,0000-00-00,purple-chitral-woodstock,0,0,0,0,0,1,1,0,https://canbii.com/strains/purple-chitral-woodstock,,,
3658,1,Shishkaberry,"A highly popular strain known as Shishkaberry offers an initially uplifting experience even though it is a medium strength indica-dominant hybrid. This is a great strain for social settings, but eventually you'll wind up very burnt out as the high wears off. The flavaours are sweet and earthy with a little bit of berry in the background. Try this strain over a dinner party or with a few friends for a fun filled evening.","Shiskaberry from Redecan is an indica-dominant strain with dense, spade-shaped dark olive green nugs, minty green leaves and furry dark amber hairs with a thick, frosty coating of white trichomes. Greenhouse-grown in the Niagara region, this strainÃ¢â‚¬â„¢s sweet, earthy-fresh aroma is a product of the beta- and trans-caryophyllene, myrcene, limonene and humulene in its terpene profile. It has medium THC potency and is available as 1 g, 3.5 g, 7 g and 15 g packages of dried flower.",,1,0000-00-00,shishkaberry-redecan,0,0,0,0,0,1,1,0,https://canbii.com/strains/shishkaberry-redecan,,,
3659,3,Solar Power,"A true hybrid with a great strength at a reasonable price. Solar Power is an all-around winner. If you're looking for a happy, energetic and giggly experience, this strain is for you. It's great during the day or night, and has a fantastic citrus flavour. You could spend all day with this strain.","Solar Power by Symbl is a Sour KushÃ¢â‚¬â€œlike strain grownÃ‚ indoorsÃ‚ in Paris, Ont., thatÃ¢â‚¬â„¢s known for its dense green and yellow buds. This true hybrid smells of lemon and pine, with a taste that includes tangy citrus, earthy wood and hints of diesel, all created by a terpene profile that includes beta-pinene and limonene. It has very strong THC potency and is available in various dried flower sizes.",,1,0000-00-00,solar-power-symbl,0,0,0,0,0,1,1,0,https://canbii.com/strains/solar-power-symbl,,,
3661,1,Wappa,"Wappa delivers a lot of value for an indica dominant strain. It has a medium strength and is generally well liked by all levels of cannabis users. Relaxed and happy as with most indica strains plus a slight euphoria can be expected here. Interestingly, this strain doesn't have an intense burn-out, so give it a try early in the evening for a bit of relief. The flavour is a very intense fruity taste, and the aroma isn't overpowering.","Wappa has large, solid flowers that taper from a broad base to a sharply pointed tip and have a strong yet sweet aroma that verges on skunkiness, both of which also come through in the caryophyllene-forward taste profile. This green-and-yellow-coloured indica-dominant strain with strong THC potency is greenhouse-grown in pesticide-free natural lighting conditions, and then hang-dried, hand-trimmed, sterilized and inspected. Wappa is available in 1 g, 3.5 g, 7 g and 15 g dried flower sizes.",,1,0000-00-00,wappa-redecan,0,0,0,0,0,1,1,0,https://canbii.com/strains/wappa-redecan,,,
3662,2,White Shark,"Take a ride on the wild side with this sativa-dominant hybrid strain - The White Shark. You'll get a lot of strength with the THC levels in this award winning strain. A combination of #relaxation and #uplifting effects, combined with an energy boost and euphoria, you almost get a little bit of everything here. The flavours are quite musky and earthy but there is a little bit of fruitiness in the mix.","White Shark is a sativa-dominant hybrid strain with a myrcene-rich terpene profile that delivers an earthy, musky flavour with a hint of fruit. This green-and-amber-coloured strain has strong THC potency, and is greenhouse-grown in pesticide-free natural lighting conditions, and then hang-dried, hand-trimmed, sterilized and inspected. White Shark is available in 1 g, 3.5 g, 7 g and 15 g dried flower sizes.",,1,0000-00-00,white-shark-redecan,0,0,0,0,0,1,1,0,https://canbii.com/strains/white-shark-redecan,,,
3663,3,White Widow,"White Widow is well-known in the cannabis community and has been around for quite a while. An internationally crossed sativa-dominant hybrid; this strain will provide a heck of a lot of #happiness and #uplifting effects but is also known for #creativity.No fruitiness here, White Widow is described as an earthy, woody flavour and a subtle musky aroma.","White Widow is ahybrid strain with very strong THC potency. Greenhouse-grown, its green and yellow buds return an earthy and woodsy taste profile, thanks to the alpha-pinene and myrcene in its terpene mix. ItÃ¢â‚¬â„¢s available in 1 g, 3.5 g, 7 g and 15 g dried flower varieties.",,1,0000-00-00,white-widow-canaca,0,0,0,0,0,1,1,0,https://canbii.com/strains/white-widow-canaca,,,
3666,3,Kinky Kush,"Kinky Kush might just end up making you feel #kinky. This indica-dominant hybrid is extremely potent and powerful. The price is a steal for this strain, offering some of the best value in the Canadian cannabis market. The flavour profile includes a smokiness that's fairly unique to this strain.","Grown and hand-sorted in the Niagara Escarpment, Kinky Kush is a hybrid strain with very strong THC potency. Its terpene mix of myrcene, alpha-pinene, beta-caryophyllene, bisabolol and guaiol give it a strong and rich earthy, fruity smell. Kinky Kush is available pre-rolled and in three dried flower sizes.",,2,0000-00-00,kinky-kush,1,0,0,27,0,1,1,0,https://canbii.com/strains/kinky-kush,https://www.leafly.com/products/details/liiv-kinky-kush?q=kinky-kush&cat=product https://www.leafly.com/products/details/liiv-kinky-kush-pre-rolls?q=kinky-kush&cat=product,https://lift.co/strains/liiv-kinky-kush,
3667,2,BC Delahaze,"A medium/strong sativa strain is found all over BC Delahaze. This hybrid is more on the sativa side of things, providing a huge energy boost and help with #creativity, #focus, and #relaxation. Use this during the day if you're looking to get the most of your strain. The price is very high, but the ""high"" is even higher. Mango and lemon notes give this strain the perfect flavour combination.","Mango and citrus notes provide a sweet overtone to the earthy, spicy aromas in this hand-trimmed, hang-dried BC Delahaze from Flowr. ItÃ¢â‚¬â„¢s a sativa-dominant green and orange strain with very strong THC potency and a terpene profile that includes alpha-pinene, myrcene, trans-caryophyllene, terpinene and nerolidol. ItÃ¢â‚¬â„¢s available pre-rolled and in 3.5 g and 7 g dried flower sizes.",,1,0000-00-00,bc-delahaze,0,0,0,28,0,1,1,0,https://canbii.com/strains/bc-delahaze,https://www.leafly.com/sativa/delahaze?cat=strain https://www.leafly.com/products/details/flowr-bc-delahaze?q=bc-delahaze&cat=product,https://lift.co/strains/flowr-bc-delahaze,
